,id,description,ingredients,categories,url
Duftendes nordafrikanisches Fisch-Stew,1237,"Das duftende nordafrikanische Fisch-Stew ist ein vielversprechender Tajine-Eintopf aus einer Anwendungsanweisung für dieses Kochgefäß. Zum Einsatz kommt u.a. selbst gemachte Chermoula-Marinade in einer weiteren Variante.
","{'Kreuzkümmel', 'Zitrone', 'Koriander', 'Zwiebel', 'Tomate', 'Paprika', 'Fond', 'Petersilie', 'Kabeljau', 'Olive', 'Knoblauch', 'Salz', 'Olivenöl', 'Tomatenmark'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Tajine-Küche', 'Fischeintopf', 'Nordafrikanische Küche']",https://www.kochwiki.org/wiki/Duftendes_nordafrikanisches_Fisch-Stew
Eintopf von Edelfischen,1238,"Der Eintopf von Edelfischen (frz. Waterzooi de poissons) ist ein sehr feines Gericht, sprich eine Spezialität aus Flandern (Belgien). Diese Gericht erfordert viel Kenntnis über Garzeiten der Fische und der Muschel, zusätzlich handwerkliches Geschick. Aber einfach einmal ausprobieren. Der Verfasser hatte ein Problem mit dem Aufschreiben dieses Gerichts, da er frei kocht.
","{'Salz', 'Fisch', 'Wasser', 'Cayennepfeffer', 'Wolfsbarsch', 'Sellerie', 'Ei', 'Seeteufel', 'Butter', 'Languste', 'Petersilie', 'Lauch', 'Jakobsmuschel', 'Gewürzthymian', 'Karotte', 'Schalotte', 'Kartoffel', 'Sahne'}","['Schwierigkeit schwierig', 'Rezepte mit Alkohol', 'Fischeintopf', 'Flandrische Küche', 'Jakobsmuschel']",https://www.kochwiki.org/wiki/Eintopf_von_Edelfischen
Fischeintopf auf belgische Art,1239,"Der Fischeintopf auf belgische Art (frz. Waterzooi de poissons/ndl: Waterzooi van vis) ist ein sehr feines Gericht, sprich eine Spezialität aus Belgien.
","{'Meersalz', 'Cayennepfeffer', 'Ei', 'Butter', 'Petersilie', 'Süßwasserfisch', 'Lauch', 'Sellerie', 'Gewürzthymian', 'Karotte', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Flandrische Küche', 'Fischeintopf']",https://www.kochwiki.org/wiki/Fischeintopf_auf_belgische_Art
Fischeintopf aus Sète,1240,"Der Fischeintopf aus Sète (frz. Bourride) ist ein typischer Eintopf mit Fischen von der Mittelmeerküste Frankreichs.
","{'Seewolf', 'Zwiebel', 'Wasser', 'Weißbrot', 'Lorbeer', 'Seeteufel', 'Wittling', 'Fenchel', 'Gewürzthymian', 'Orange', 'Salz'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Fischeintopf', 'Fenchel', 'Wittling', 'Seeteufel']",https://www.kochwiki.org/wiki/Fischeintopf_aus_S%C3%A8te
Fischeintopf mit Aioli,1241,"Fischeintopf mit Aioli ist ein einfacher Eintopf mit Seefisch, der eine besondere Note durch den Knoblauch in der Aioli bekommt. Die Aioli wird nicht komplett mit dem Eintopf vermischt, sondern nur als Klecks am Tellerrand beigefügt. So kann man die Intensität des Knoblauchgeschmacks mit jedem Löffel selbst bestimmen. Mit einem Baguette ergibt das Rezept ein vollwertiges Hauptgericht. 
","{'Zitrone', 'Fisch', 'Zwiebel', 'Garnele', 'Brühe', 'Tomate', 'Lorbeer', 'Sellerie', 'Baguette', 'Pfeffer', 'Dill', 'Knoblauch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fischeintopf', 'Provenzalische Küche', 'Knoblauch']",https://www.kochwiki.org/wiki/Fischeintopf_mit_Aioli
Frühlingsgemüse-Fisch-Pfanne,1242,"Schnell, einfach und vor allem gut ist eine leckere Frühlingsgemüse-Fisch-Pfanne, auch für den kleinen Hunger zubereitet.
","{'Zitrone', 'Muskat', 'Chili', 'Erbse', 'Karotte', 'Butter', 'Pfeffer', 'Spargel', 'Kabeljau', 'Lauch', 'Petersilie', 'Salz', 'Schalotte', 'Kohlrabi', 'Schnittlauch', 'Kartoffel', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fischeintopf', 'Gebratener Spargel', 'Kokosmilch']",https://www.kochwiki.org/wiki/Fr%C3%BChlingsgem%C3%BCse-Fisch-Pfanne
Katalanischer Fischeintopf,1243,"Der katalanische Fischeintopf ist ein herrliches Gericht, um die Sonne Spaniens in die heimische Küche zu holen. Er hat alles, was man von der katalanischen Küche erwartet.
","{'Meerbarbe', 'Miesmuschel', 'Zwiebel', 'Garnele', 'Tomate', 'Mandel', 'Safran', 'Seeteufel', 'Pfeffer', 'Tintenfisch', 'Petersilie', 'Knoblauch', 'Dorade', 'Salz', 'Olivenöl'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Spanische Suppen', 'Katalanische Küche', 'Seeteufel', 'Fischeintopf']",https://www.kochwiki.org/wiki/Katalanischer_Fischeintopf
Moqueca,1244,"Moqueca Baiana ist ein beliebter und bekannter brasilianischer Fischeintopf. Diese Version ist ein Moqueca Capixaba, bei dem Olivenöl anstatt des im Original verwendeten  Palmöls zum Einsatz kommt. Alternativ kann auch mit Kokosöl gearbeitet werden.
","{'Koriander', 'Wasser', 'Zwiebel', 'Tomate', 'Wolfsbarsch', 'Kokosmilch', 'Paprika', 'Lime Juice', 'Lauchzwiebel', 'Knoblauch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Brasilianische Küche', 'Fischeintopf', 'Barsch']",https://www.kochwiki.org/wiki/Moqueca
"Muscheleintopf ""Penclawdd""",1245,"Der Muscheleintopf ""Penclawdd"" (Kymrisch: Cawl Americanaidd Cocos Penclawdd) ist eine moderne kymrische (Waliser) Zubereitung für eine klassische Suppe. Zwiebeln, geräucherter Speck, Kartoffeln und Herzmuscheln begegnen einander in einer Brühe aus Fischfond und Milch. 
","{'Zwiebel', 'Bauchspeck', 'Fond', 'Butter', 'Pfeffer', 'Herzmuschel', 'Petersilie', 'Milch', 'Salz', 'Kartoffel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fischeintopf', 'Walisische Küche']",https://www.kochwiki.org/wiki/Muscheleintopf_%22Penclawdd%22
Szegediner Fischgulasch,1246,"Ein etwas anderes Gulasch als das altbekannte Wiener Gulasch, Szegediner Gulasch & Co. ist das würzige und geschmacklich hervorragende mundende Szegediner Fischgulasch, das mit einheimischen Fischen zubereitet auch noch ohne Geschmacksverlust die Fischbestände der überfischten Weltmeere schont.
","{'Zucker', 'Fisch', 'Zwiebel', 'Kümmel', 'Saibling', 'Paprika', 'Weizenmehl', 'Sauerrahm', 'Pfeffer', 'Speck', 'Knoblauch', 'Butterschmalz', 'Salz'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Österreichische Fleischrezepte', 'Fischeintopf', 'Saibling', 'Sauerkraut', 'Gulasch', 'Silvesterrezepte', 'Partyrezepte']",https://www.kochwiki.org/wiki/Szegediner_Fischgulasch
Tintenfischeintopf,1247,"Die kleinen Tintenfische, auch Calamarettis genannt, kennen wohl die Meisten von Gerichten in einem Asiatischen Restaurant. Doch die kleinen Dinger gibt es nicht nur kostengünstig im Asiashop, sonder mittlerweile auch in gut sortierten Supermärkten immer öfter. Warum daher nicht einmal einen wunderbaren Tintenfischeintopf mit reichlich Gemüse zubereiten.
","{'Limette', 'Chili', 'Anchovis', 'Zucchini', 'Erbse', 'Tomate', 'Pfeffer', 'Kaper', 'Petersilie', 'Basilikum', 'Knoblauch', 'Schalotte', 'Tintenfisch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Mediterrane Küche', 'Fischeintopf', 'Fischsuppen']",https://www.kochwiki.org/wiki/Tintenfischeintopf
Wiener Fischbeuschel-Suppe,1248,"Das Beuschel, ein Gericht aus den oberen Eingeweiden von Säugetieren (meist ein Ragout aus Herz, Lunge, Milz und Leber vom Kalb, Schwein oder Wild), ist ein Wiener Traditionsgericht aus der alt-österreichischen Küche. Aber nur wenige kennen die Wiener Fischbeuschelsuppe oder Karpfenbeuschelsuppe aus den Innereien des Karpfens, die dem Beuschel aus Säugetieren an Geschmack und Köstlichkeit um nichts nachsteht.
","{'Zwiebel', 'Wasser', 'Karpfen', 'Lorbeer', 'Weizenmehl', 'Pfeffer', 'Petersilie', 'Olivenöl', 'Crème fraîche', 'Rogen', 'Butterschmalz', 'Salz', 'Weißweinessig'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Wiener Küche', 'Fischsuppen', 'Karpfen', 'Fischeintopf']",https://www.kochwiki.org/wiki/Wiener_Fischbeuschel-Suppe
Armenische Kürbissuppe,1249,"Die Armenische Kürbissuppe (russisch: Армянский суп из тыквы - Armjánskaja súpjis tykwy""; armenisch: դդումով ապուր - ""dschadscumor mapur"") stammt aus dem Kaukasus. Kürbisse werden in der südrussischen und armenischen Küche sehr geschätzt.
","{'Rosine', 'Muskat', 'Chili', 'Piment', 'Weinbrand', 'Milch', 'Hokkaido-Kürbis', 'Dill', 'Lauch', 'Ingwer', 'Karotte', 'Sonnenblumenöl', 'Joghurt'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Armenische Küche', 'Kürbissuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Video']",https://www.kochwiki.org/wiki/Armenische_K%C3%BCrbissuppe
Borschtsch,1250,"Borschtsch (russisch/ukrainisch:Борщ) ist eine ukrainische Rote-Betesuppe, die allerdings auch aus der russischen Küche nicht mehr wegzudenken ist. Der Name Borschtsch leitet sich vom altslawischen Wort für Rote Beete ab.
","{'Zucker', 'Zwiebel', 'Knoblauch', 'Knochenmark', 'Tomate', 'Hochrippe', 'Weißkohl', 'Paprika', 'Pfeffer', 'Essig', 'Crème fraîche', 'Lauch', 'Sellerie', 'Salz', 'Karotte', 'Joghurt', 'Tomatenmark', 'Rote Bete'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kohlsuppen', 'Schnellkochtopf', 'Rote Bete', 'Weißkohleintopf', 'Polnische Küche', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Ukrainische Küche']",https://www.kochwiki.org/wiki/Borschtsch
Borschtsch mit gemischtem Fleisch,1251,"Borschtsch mit gemischtem Fleisch ist ein Rüben- und Kohl-Eintopf mit Fleisch nach traditionellem russischem Brauch.
","{'Rotweinessig', 'Schmalz', 'Zucker', 'Zitrone', 'Zwiebel', 'Wasser', 'Bauchspeck', 'Schweinefleisch', 'Lorbeer', 'Weißkohl', 'Sauerrahm', 'Pfeffer', 'Sellerie', 'Rindfleisch', 'Karotte', 'Salz', 'Rote Bete'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüsesuppen mit gemischtem Gemüse', 'Kohlsuppen', 'Rote Bete', 'Weißkohleintopf', 'Polnische Küche', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Borschtsch_mit_gemischtem_Fleisch
Erbsensuppe mit geräucherten Rippen,1252,"Die Erbsensuppe mit geräucherten Rippen (russisch: Гороховый суп с копчеными ребрышками ""Gorochowy sup s koptschenymi rebryschkami"") ist ein beliebtes Rezept der russischen Küche. Es gibt viele Varianten, doch mesitens wird die Sippe mit geräuchertem Fleisch gekocht und hat einen intensiven pikanten Geschmack.
","{'Zwiebel', 'Schälrippe', 'Bauchspeck', 'Erbse', 'Lorbeer', 'Pfeffer', 'Petersilie', 'Karotte', 'Wurzelpetersilie', 'Salz', 'Kartoffel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Erbsensuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Erbsensuppe_mit_ger%C3%A4ucherten_Rippen
Erbsensuppe mit Schinken,1253,"Die Erbsensuppe mit Schinken (russisch: Гороховый суп с ветчиной,  ""Gorochowy sup s wettschinoj"") ist ein beliebtes Rezept der russischen Küche. Es gibt viele Varianten, doch meistens wird die Suppe mit geräuchertem Fleisch gekocht und hat einen intensiven pikanten Geschmack.
","{'Räucherschinken', 'Zitrone', 'Knoblauch', 'Erbse', 'Lorbeer', 'Gewürzthymian', 'Sellerie', 'Karotte', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Erbsensuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Erbsensuppe_mit_Schinken
Kalte Gemüsesuppe aus Russland,1254,"Kalte Gemüsesuppe aus Russland (russ. Okroschka) ist eine Gemüsesuppe aus Russland. Erfrischend und lecker, gesund und leicht, vor allem an heißen Sommertagen ein richtiger Genuss.
","{'Zucker', 'Buttermilch', 'Gemüse', 'Ei', 'Sauerrahm', 'Pfeffer', 'Gurke', 'Apfel', 'Lauchzwiebel', 'Petersilie', 'Knoblauch', 'Senf', 'Schinken', 'Salz', 'Radieschen'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kalte Gemüsesuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Kalte_Gem%C3%BCsesuppe_aus_Russland
Kalte Kirschsuppe,1255,"Mit Beginn des Sommers hängen auch in Russland die Kirschbäume in den Gärten voller Früchte. Kirschen werden wie auch andere Früchte bevorzugt als Kompott, Marmelade oder als Füllung für Wareniki zubereitet. Eine erfrischende Köstlichkeit für heiße Tage ist allerdings die Kalte Kirschsuppe (ruussisch: Холодный вишневый суп).
","{'Zucker', 'Zitrone', 'Smetana', 'Honig', 'Sauerkirsche', 'Weinbrand', 'Kirschsaft', 'Rosmarin', 'Gewürznelke', 'Salz', 'Stärkemehl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kirsche', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise', 'Kalte Suppen mit Früchten']",https://www.kochwiki.org/wiki/Kalte_Kirschsuppe
Kalter Sommer-Borschtsch,1256,"Kalter Sommer-Borschtsch (russisch: Летний холодной борщ) ist ein tolles Rezept der russischen Küche für die kalte Küche. Durch die Zugabe von Trockenfrüchten und Gurke bekommt der Borschtsch einen interessanten Geschmack. Die leichte Sommervariante vom Borschtsch ist an heißen Tagen eine willkommene Erfrischung.
","{'Trockenobst', 'Ei', 'Sauerrahm', 'Essig', 'Gurke', 'Pfeffer', 'Salz', 'Kartoffel', 'Rote Bete'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kalte Gemüsesuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Kalter_Sommer-Borschtsch
"Knoblauchsuppe ""Bukowina""",1257,"Diese Knoblauchsuppe ""Bukowina"" (russisch: Чесночный суп Буковина/ukrainisch: Часниковий суп Буковина) stammt aus der Bukowina, der Grenzregion zwischen der Ukraine, Moldawien und Rumänien, und man kann sie auch so zubereiten, dass die geruchsmäßigen Begleiterscheinungen manch anderen Knoblauchrezepts für die Esser vermieden werden.
","{'Zitrone', 'Brühe', 'Gewürzgurke', 'Smetana', 'Dill', 'Lauchzwiebel', 'Petersilie', 'Knoblauch', 'Gurkenwasser', 'Sonnenblumenöl', 'Salz', 'Schweinebauch'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Knoblauchsuppen', 'Ukrainische Küche', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Knoblauchsuppe_%22Bukowina%22
Okroschka auf Kwas-Basis,1258,"Okroschka auf Kwas-Basis (russisch: Окрошка) ist eine Gemüsesuppe aus der russischen Küche. Der Kwas, der als ""Brühe""  dient, gibt der Suppe eine besondere und erfrischende Note. Vor  allem an heißen Sommertagen ein perfekter Sattmacher und Durstlöscher. Auch in Russland genießt man im Sommer die kalte Küche. Okroschka ist eine tolle Abwechslung zum Salat.
","{'Rindfleisch', 'Zucker', 'Fisch', 'Ei', 'Sauerrahm', 'Pfeffer', 'Gurke', 'Dill', 'Lauchzwiebel', 'Senf', 'Kartoffel', 'Meerrettich', 'Salz', 'Radieschen'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kalte Gemüsesuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Okroschka_auf_Kwas-Basis
Russische Kohlsuppe,1259,"Die hier beschriebene Russische Kohlsuppe wird unter Kennern der russischen Küche Щи (""Schtschi"") genannt. Sie wird üblicherweise morgens gekocht und bleibt während des Tages auf dem Herd. So kann sich jeder, der in die Küche kommt, etwas aus dem Topf nehmen, wenn der Geruch ihn angeregt hat.
","{'Zwiebel', 'Wasser', 'Brühe', 'Tomate', 'Weißkohl', 'Pfeffer', 'Suppengrün', 'Knoblauch', 'Rindfleisch', 'Margarine', 'Salz', 'Kartoffel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Rindfleischsuppen', 'Weißkohlsuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Russische_Kohlsuppe
Russische Kohlsuppe mit Sauerkraut,1260,"Die Russische Kohlsuppe ist als Schtschi (Щи) die wichtigste Suppe der russischen Küche. Es gibt sie in vielen Varianten, von „arm“ (nur Wasser, Kohl, Zwiebeln) bis „reich“ (mit viel Fleisch und Gemüse). Grundzutaten sind Weißkohl als Hauptgemüse, Fleisch, Pilze, Wurzelgemüse, Kräuter und Gewürze sowie eine saure Zutat. Weißkohl und die saure Zutat sind zwingend, das andere kann variiert werden. Unbedingt gehört ein Klecks Sauerrahm dazu. Hier ein Grundrezept für einfachen Schtschi mit Rindfleisch und Sauerkraut.
","{'Wasser', 'Zwiebel', 'Knoblauch', 'Sauerkraut', 'Lorbeer', 'Pfeffer', 'Dill', 'Sellerie', 'Salz', 'Karotte', 'Wurzelpetersilie', 'Schinken', 'Rinderbrust', 'Kartoffel', 'Schmand'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rindfleischsuppen', 'Weißkohlsuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Rinderbrust']",https://www.kochwiki.org/wiki/Russische_Kohlsuppe_mit_Sauerkraut
Russische Steinpilzsuppe,1261,"Diese Pilzsuppe (russisch Похлебка грибная) gehört zur Kategorie der ""Pochlobki"", das sind Suppen, die ohne Fleisch aus einem starken Gemüsesud zubereitet werden. Jeweils eine Gemüsekomponente überwiegt und sorgt auch für den wichtigen Duft. Das Gemüse wird nicht in Fett angedünstet, sondern in siedendes Wasser oder Gemüsebrühe gegeben. Diese zarten, eher durchsichtigen Suppen müssen sehr vorsichtig gesalzen werden. 
","{'Zwiebel', 'Steinpilz', 'Lorbeer', 'Pfeffer', 'Petersilie', 'Karotte', 'Salz', 'Kartoffel', 'Sahne', 'Schmand'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Pilzsuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Steinpilze', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Russische_Steinpilzsuppe
Ucha aus Seefisch,1262,"In der russischen Küche gibt es zahlreiche Fischgerichte. Zum einen liegt das an den fischreichen Gewässern Russlands und zum anderen an den langen und strengen Fastenzeiten der Orthodoxen Kirche. An manchen der fast 200 Fastentage im Jahr darf kein Fleisch und Fisch nur in gekochter Form gegessen werden. Deswegen entstanden in der russischen Küche mit der Zeit viele leckere Gerichte aus gekochtem Fisch.
","{'Zitrone', 'Zwiebel', 'Wasser', 'Heilbutt', 'Lorbeer', 'Vollkornbrot', 'Pfeffer', 'Dill', 'Rotbarsch', 'Lauchzwiebel', 'Kabeljau', 'Karotte', 'Wurzelpetersilie', 'Salz', 'Kartoffel'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Fischsuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Ucha_aus_Seefisch
Ucha aus Süßwasserfisch mit Raucharoma,1263,"In der russischen Küche gibt es zahlreiche Fischgerichte. Zum einen liegt das an den fischreichen Gewässern Russlands und zum anderen an den langen und strengen Fastenzeiten der Orthodoxen Kirche. An manchen der fast 200 Fastentage im Jahr darf kein Fleisch und Fisch nur in gekochter Form gegessen werden. Deswegen entstanden in der russischen Küche mit der Zeit viele leckere Gerichte aus gekochtem Fisch.
","{'Zwiebel', 'Wasser', 'Vollkornbrot', 'Pfeffer', 'Dill', 'Petersilie', 'Süßwasserfisch', 'Wodka', 'Karotte', 'Salz', 'Kartoffel'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Fischsuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe']",https://www.kochwiki.org/wiki/Ucha_aus_S%C3%BC%C3%9Fwasserfisch_mit_Raucharoma
Weiße-Bohnen-Suppe mit Walnüssen,1264,"Die Weiße-Bohnen-Suppe mit Waknüssen (russsich: Фасолевый суп с грецкими орехами ""Fasolewij suo s gretskimi orechami"") ist ein Gericht der russischen Küche und die richtige Stärkung im Winter. Diese Bohnensuppe schmeckt gut und liefert viel Eiweiß. Die Walnüsse und Kräuter verkeihen der Sippe einen kaukasischen Charakter.
","{'Mehl', 'Koriander', 'Zwiebel', 'Walnuss', 'Baguette', 'Butter', 'Weiße Bohne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüsesuppen', 'Schtschi, Soljanka & Co - russische Suppen und Eintöpfe', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise', 'Walnuss', 'Weiße Bohnen']",https://www.kochwiki.org/wiki/Wei%C3%9Fe-Bohnen-Suppe_mit_Waln%C3%BCssen
Aal grün mit Weißwein,1265,"Aal grün mit Weißwein ist ein typisches Gericht aus Flandern (Belgien) und dem Süden der Niederlande (frz. Anguilles au vert, niederl. Paling in't groen)
","{'Gartenkresse', 'Zitrone', 'Zwiebel', 'Ei', 'Zitronenmelisse', 'Butter', 'Aal', 'Pfeffer', 'Petersilie', 'Kerbel', 'Gewürzthymian', 'Salz', 'Salbei', 'Bibernelle', 'Schnittlauch', 'Stärkemehl'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Belgische Küche', 'Aal']",https://www.kochwiki.org/wiki/Aal_gr%C3%BCn_mit_Wei%C3%9Fwein
Aal grün nach belgischer Art,1266,"Aal grün ist ein typisches Gericht aus Flandern (Belgien) und dem Süden der Niederlande. Eine Unmenge diverser Kräuter wird benötigt. Es ist eines der feinsten Aalgerichte überhaupt. Dieses Gericht aß ich vor wenigen Jahren in einem Restaurant am Marktplatz von Dendermonde und habe den Koch persönlich ausgequetscht, damit er mir wenigstens die Gewürzmischung verriet. Das Gericht heißt französisch Anguilles au vert, niederländisch Paling in't groen.
","{'Meersalz', 'Zwiebelrohr', 'Pfeffer', 'Zitronenmelisse', 'Bibernelle', 'Salbei', 'Schnittlauch', 'Zitrone', 'Taubnessel', 'Gewürzthymian', 'Ei', 'Butter', 'Aal', 'Sauerampfer', 'Petersilie', 'Kerbel', 'Sellerie', 'Schalotte', 'Zitronenthymian', 'Gartenkresse', 'Dill', 'Kapuzinerkresse'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Belgische Küche', 'Aal']",https://www.kochwiki.org/wiki/Aal_gr%C3%BCn_nach_belgischer_Art
Aal in Tomatensauce,1267,"Aal in Tomatensauce (ital. Anguilla in umido) ist ein Fischgericht aus Umbrien.
","{'Meersalz', 'Zwiebel', 'Tomate', 'Pfeffer', 'Aal', 'Rosmarin', 'Petersilie', 'Knoblauch', 'Weißweinessig', 'Olivenöl'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Umbrische Küche', 'Aal']",https://www.kochwiki.org/wiki/Aal_in_Tomatensauce
