,id,description,ingredients,categories,url
Hirse-Ziegenkäse-Auflauf mit mediterranem Gemüse,967,"Ein wirklich köstlicher und würziger Auflauf mit selten verwendeter Hirse und reichlich Gemüse ist der leichte Hirse-Ziegenkäse-Auflauf mit mediterranem Gemüse.
","{'Butter', 'Zucchini', 'Gemüsebrühe', 'Knoblauch', 'Paprika', 'Tomate', 'Ziegenfrischkäse', 'Pinienkern', 'Gewürzthymian', 'Pfeffer', 'Aubergine', 'Rosmarin', 'Olivenöl', 'Lorbeer', 'Hirse', 'Zwiebel', 'Gartenkresse', 'Sauerrahm', 'Ei', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Getreideaufläufe', 'Hirse', 'Oberösterreichische Küche', 'Vegetarische Hauptspeise', 'Ziegenkäse']",https://www.kochwiki.org/wiki/Hirse-Ziegenk%C3%A4se-Auflauf_mit_mediterranem_Gem%C3%BCse
Italienischer Gemüse-Nudelauflauf,968,"Italienischer Gemüse-Nudelauflauf ist ein schönes Gericht für den Alltag. Man kann es mit verschiedenen Gemüsesorten variieren.
","{'Sellerie', 'Karotte', 'Tomate', 'Parmesan', 'Nudel', 'Sahne', 'Pfeffer', 'Milch', 'Aubergine', 'Salz', 'Olivenöl', 'Zwiebel', 'Basilikum'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Nudelaufläufe', 'Pasta', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Italienischer_Gem%C3%BCse-Nudelauflauf
Kartoffel-Spinat-Hackfleisch-Auflauf mit Bergkäse,969,"Ein deftiges Gericht mit Fleisch sowie Gemüse, gleich in einem mit der Beilage serviert ist der Kartoffel-Spinat-Hackfleisch-Auflauf mit Bergkäse. Ein schmackhaftes Gericht, welches im Winter die Reserven aufpolstert. 
","{'Butter', 'Schweinenuss', 'Ei', 'Gewürzthymian', 'Kartoffel', 'Knoblauch', 'Petersilie', 'Milch', 'Pfeffer', 'Salz', 'Rosmarin', 'Tiroler Bergkäse', 'Sonnenblumenöl', 'Spinat', 'Zwiebel', 'Muskat'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Kartoffelauflauf', 'Gemüseaufläufe', 'Hackfleischaufläufe', 'Spinat']",https://www.kochwiki.org/wiki/Kartoffel-Spinat-Hackfleisch-Auflauf_mit_Bergk%C3%A4se
Kartoffel-Zucchini-Gratin mit Tomaten,970,"Kartoffel-Zucchini-Gratin mit Tomaten ist ein überbackener Kartoffelauflauf mit Käse und Tomaten.
","{'Tomate', 'Butter', 'Meersalz', 'Zucchini', 'Kartoffel', 'Milch', 'Crème fraîche', 'Salz', 'Muskat', 'Hartkäsesorten', 'Wasser'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Kartoffelauflauf', 'Tomatenauflauf', 'Vegetarische Hauptspeise', 'Zucchini', 'Hartkäse']",https://www.kochwiki.org/wiki/Kartoffel-Zucchini-Gratin_mit_Tomaten
Kürbis mit Käse-Brot-Füllung,971,"Der Kürbis mit Käse-Brot-Füllung ist ein einfaches und verbreitetes Rezept mit besonderem Geschmackserlebnis: Hier geht der sanfte Geschmack von Kürbis, Käse, Weißbrot und Sahne mit scharfen Gewürzen eine harmonische Ehe ein. 
","{'Kurkuma', 'Europäischer Käse', 'Sahne', 'Pfeffer', 'Crème fraîche', 'Salz', 'Muskat', 'Weißbrot', 'Hokkaido-Kürbis'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Käseaufläufe', 'Kürbis', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/K%C3%BCrbis_mit_K%C3%A4se-Brot-F%C3%BCllung
Kürbis-Brot-Auflauf,972,"Der Kürbis-Brot-Auflauf ist eine Variante des Rezepts für Kürbis mit Käse-Brot-Füllung, gedacht für den Single-Haushalt, für den ein ganzer Kürbis zu viel ist. In der Auflaufform zubereitet, schmeckt die Kombination von Kürbis mit Käse, Brot und Gewürzen genauso gut.
","{'Butter', 'Kurkuma', 'Brötchen', 'Europäischer Käse', 'Sahne', 'Pfeffer', 'Salz', 'Muskat', 'Hokkaido-Kürbis'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Gerichte mit Brot', 'Käseaufläufe', 'Kürbis', 'Singleküche', 'Vegetarische Backwaren', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/K%C3%BCrbis-Brot-Auflauf
Lauchgratin mit Waadtländer Wurst,973,"Das Lauchgratin mit Waadtländer Wurst ist eine Schweizer Spezialität aus dem Kanton Waadt, dem bevölkerungsmäßig viertgrößten des Landes. 
","{'Butter', 'Mehl', 'Rahm', 'Kartoffel', 'Milch', 'Salz', 'Muskat', 'Emmentaler', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Lauch', 'Gemüseaufläufe', 'Waadtländer und Genfer Küche']",https://www.kochwiki.org/wiki/Lauchgratin_mit_Waadtl%C3%A4nder_Wurst
Lauchnudeln,974,"Lauchnudeln ist ein einfaches Auflaufgericht.
","{'Butter', 'Meersalz', 'Nudel', 'Sahne', 'Gouda', 'Pfeffer', 'Muskat', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Lauch', 'Nudelaufläufe', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Lauchnudeln
Mohrrübenauflauf mit Tofu,975,"Der Mohrrübenauflauf mit Tofu ist ein vegetarischer Auflauf.
","{'Karotte', 'Butter', 'Kreuzkümmel', 'Ei', 'Gemüsebrühe', 'Weizengrieß', 'Milch', 'Pfeffer', 'Salz', 'Zucker', 'Tofu', 'Mangochutney', 'Ingwer', 'Sojaöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Karotte', 'Tofu', 'Vegane Hauptspeisen']",https://www.kochwiki.org/wiki/Mohrr%C3%BCbenauflauf_mit_Tofu
Ofengemüse,976,"Die Zubereitung des Ofengemüses ist sehr einfach und von jeder Person beherrschbar, die weiß, was man mit einem Messer machen kann. Ist schnell zubereitet und sehr variantenreich.
","{'Karotte', 'Kürbiskern', 'Kartoffel', 'Sonnenblumenkern', 'Kürbis', 'Pfeffer', 'Salz', 'Rosmarin', 'Ingwer', 'Rote Bete', 'Olivenöl', 'Fenchel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Ofengem%C3%BCse
Paprika mit Hackfleisch-Kartoffelpüreefüllung,977,"Gefüllte Paprika sind in ganz Europa beliebt und werden gerne gegessen. Meist in Tomatensauce serviert werden auch die gefüllten Paprika mit Hackfleisch-Kartoffelpüreefüllung in solch eine geschmackvollen Sauce gegart.
","{'Butter', 'Majoran', 'Chili', 'Knoblauch', 'Paprika', 'Zucker', 'Tomatenmark', 'Tomate', 'Schweinenuss', 'Gewürzthymian', 'Pfeffer', 'Olivenöl', 'Rinderbrühe', 'Kartoffel', 'Kalbsnuss', 'Muskat', 'Zwiebel', 'Frischkäsesorten', 'Sauerrahm', 'Petersilie', 'Milch', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gefüllte Paprikaschoten', 'Kartoffelpüree', 'Gemüseaufläufe', 'Hackfleischaufläufe']",https://www.kochwiki.org/wiki/Paprika_mit_Hackfleisch-Kartoffelp%C3%BCreef%C3%BCllung
Puszta-Kartoffelauflauf,978,"Der Puszta-Kartoffelauflauf (ung. Rakott burgonya oder Rakott krumpli) bringt Abwechslung in die Küche. Er ist recht schnell gemacht und lecker.
","{'Butter', 'Sauerrahm', 'Paniermehl', 'Ei', 'Kartoffel', 'Knoblauch', 'Petersilie', 'Salz', 'Paprika', 'Schafskäse', 'Pflanzliche Öle', 'Hackfleisch', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kartoffelauflauf', 'Hackfleischaufläufe', 'Gemüseaufläufe', 'Paprika', 'Ungarische Küche']",https://www.kochwiki.org/wiki/Puszta-Kartoffelauflauf
Radieschenauflauf,979,"Die ersten Aufzeichnungen über einen Radieschenauflauf wurden im Franziskanerkloster (Heilbronn) endeckt. Der Prister Johannes von Beuten (1584-1625) erwähnte erstmals die wichtige bedeutung des Rezeptes in kalten Wintermonaten. Im laufe des Jahrhunderts wurde aus dem einfachen Bauerngericht eine Delikatesse das sich im 18. Jahrhundert nur der Adel leisten konnte.
","{'Speck', 'Radieschen', 'Ei', 'Sahne', 'Knoblauch', 'Pfeffer', 'Salz', 'Emmentaler'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Speckaufläufe']",https://www.kochwiki.org/wiki/Radieschenauflauf
Rosenkohl-Auflauf,980,"Rosenkohl wird bei uns wie andere Kohlgemüse bis in den Winter hinein geerntet und kommt ganzjährig frisch in den Handel. Er hat mit Grünkohl gemeinsam, dass er besonders gut schmeckt, wenn er den ersten Frost hinter sich hat. Einige Fachleute meinen allerdings, das habe weniger mit dem Frost als mit der späten Ernte zu tun.
","{'Schmand', 'Fett', 'Appenzeller', 'Brühe', 'Haselnuss', 'Milch', 'Salz', 'Muskat', 'Rosenkohl', 'Hirse', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Rosenkohl', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Rosenkohl-Auflauf
Schweizer Porreegratin,981,"Das Schweizer Porreegratin ist ein leichtes Gericht, das aber einen besonderen Pfiff hat. Ein Auflauf einmal ganz anders.
","{'Butter', 'Ei', 'Sahne', 'Knoblauch', 'Sonnenblumenkern', 'Pfeffer', 'Salz', 'Muskat', 'Emmentaler', 'Lauch'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Lauch', 'Schweizer Küche', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Schweizer_Porreegratin
Seelachs mit Reis-Gemüse-Kruste,982,"Seelachs mit Reis-Gemüse-Kruste ist ein Gericht aus einer TV-Zeitung, das wegen seines Geschmacks und der einfachen Zubereitungsart sowie seiner Kalorienarmut überzeugt, insbesondere nach Festtagen mit ""schweren"" Gerichten.
","{'Sellerie', 'Karotte', 'Meersalz', 'Petersilie', 'Köhler', 'Pfeffer', 'Reissorten', 'Emmentaler', 'Zitrone', 'Olivenöl', 'Balsamico', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Seelachs', 'Gemüseaufläufe', 'Schnelle Gerichte']",https://www.kochwiki.org/wiki/Seelachs_mit_Reis-Gem%C3%BCse-Kruste
Spätzle-Lauch-Auflauf,983,"Spätzle eignen sich nicht nur für einfache Gerichte, sondern auch für einen wunderbaren Spätzle-Lauch-Auflauf.
","{'Butter', 'Europäischer Käse', 'Spätzle', 'Lauchzwiebel', 'Knoblauch', 'Pfeffer', 'Crème fraîche', 'Salz', 'Lauch'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Lauch', 'Nudelaufläufe', 'Spätzle', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Sp%C3%A4tzle-Lauch-Auflauf
Spinat-Ricotta-Auflauf,984,"Dieser leichte, lockere, vegetarische Spinat-Ricotta-Auflauf erfordert nur geringe Kochkenntnisse, macht wenig Arbeit, schmeckt aber raffiniert und hat ein angenehmes mediterranes Flair.
","{'Butter', 'Parmesan', 'Ricotta', 'Ei', 'Pinienkern', 'Pfeffer', 'Salz', 'Muskat', 'Spinat'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Spinat', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Spinat-Ricotta-Auflauf
Spinatauflauf mit Brot,985,"Schon als Kind habe ich gern Spinat gegessen, wahrscheinlich, weil mir nie jemand gesagt hat, dass alle Kinder Spinat hassen. Hier ein Alltagsrezept für einen lockeren, würzigen, nicht allzu kalorienreichen Spinatauflauf, frei abgewandelt nach einem alten Dr.-Oetker-Kochbuch.
","{'Butter', 'Speck', 'Brötchen', 'Ei', 'Appenzeller', 'Milch', 'Pfeffer', 'Salz', 'Muskat', 'Spinat', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Spinat', 'Gemüseaufläufe']",https://www.kochwiki.org/wiki/Spinatauflauf_mit_Brot
Überbackene Schwarzwurzeln mit Kartoffelstampf und Champignons,986,"Gratinierte Schwarzwurzeln mit Kartoffelstampf und Champignons nach einer Idee von Jörg Sackmann.
","{'Butter', 'Parmesan', 'Champignon', 'Lauchzwiebel', 'Stärkemehl', 'Schinken', 'Speck', 'Gewürzthymian', 'Pfeffer', 'Zitrone', 'Olivenöl', 'Lorbeer', 'Meersalz', 'Piment', 'Kartoffel', 'Schwarzwurzel', 'Muskat', 'Wasser', 'Schalotte', 'Zwiebel', 'Milch', 'Salz', 'Weißbrot', 'Fond'}","['Schwierigkeit mittel bis schwierig', 'Rezepte ohne Alkohol', 'Champignons', 'Schwarzwurzel', 'Gemüseaufläufe', 'Kartoffelpüree']",https://www.kochwiki.org/wiki/%C3%9Cberbackene_Schwarzwurzeln_mit_Kartoffelstampf_und_Champignons
Überbackener Chicorée,987,"Der überbackene Chicorée ist eine schöne Beilage zu verschiedenen Hauptgerichten. Er kann aber auch ein eigenständiges Hauptgericht sein, und so ist dieses Rezept auch ausgelegt. 
","{'Butter', 'Mehl', 'Milch', 'Pfeffer', 'Salz', 'Chicorée', 'Schinken', 'Emmentaler'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Beilagen', 'Gemüseaufläufe', 'Chicorée', 'Schinkenaufläufe']",https://www.kochwiki.org/wiki/%C3%9Cberbackener_Chicor%C3%A9e
Zucchini-Auflauf,988,"Dieser Zucchini-Auflauf ist ein süchtig machendes Rezept! Bei der Personenzahl beachten, dass jeder bestimmt noch einen Nachschlag will!
","{'Tomate', 'Butter', 'Brühen und Fonds', 'Olivenöl', 'Zucchini', 'Fett', 'Gouda', 'Milch', 'Pfeffer', 'Schmelzkäse', 'Weizenmehl', 'Salz', 'Oregano', 'Muskat', 'Hackfleisch', 'Gemüsezwiebel', 'Tomatenmark'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Zucchini', 'Hackfleischaufläufe']",https://www.kochwiki.org/wiki/Zucchini-Auflauf
Zucchini-Schiffchen,989,"Zucchini-Schiffchen sind ein Auflauf für den Sommer.
","{'Butter', 'Mehl', 'Europäischer Käse', 'Zucchini', 'Olivenöl', 'Brühe', 'Pfeffer', 'Salz', 'Paprika', 'Hackfleisch', 'Zwiebel'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Gemüseaufläufe', 'Gefüllte Zucchini']",https://www.kochwiki.org/wiki/Zucchini-Schiffchen
Zucchinischnitten,990,"Zucchinischnitten, hier treffen Süddeutschland und Österreich auf Italien. Deftiges Wammerl gemischt mit typisch italienischen Zutaten lassen diese Schnitten zu einer herrlichen Speise werden. Mit dem gewissen Feuer von Chili und Tabasco ergibt sich ein schmackhaftes und sehr flexibles Gericht.
","{'Tomate', 'Feta', 'Tabasco', 'Ei', 'Zucchini', 'Sahne', 'Chili', 'Schweinebauch', 'Knoblauch', 'Stärkemehl', 'Muskat', 'Emmentaler'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Italienische Küche', 'Gemüseaufläufe', 'Zucchini', 'Schweinefleischaufläufe']",https://www.kochwiki.org/wiki/Zucchinischnitten
Gedämpfter Grünkern,991,"Gedämpftes Grünkern, hier ganz einfach wie Reis als Beilage gedämpft. Das halbreife Korn des Dinkels ist vielseitig und schmeckt herrlich. Es findet in der österreichischen und vegetarischen Küche ebenso für Grünkernlaibchen, Grünkernrisotto, als Beilage oder als Suppeneinlage für eine kräftige Bauernsuppe Verwendung. Ein herrlicher Ersatz zu Reis oder Nudeln. Der Vorteil ist, dass der Grünkern aus heimischem Anbau erhältlich ist und somit lange Transportwege vermieden werden. 
","{'Grünkern', 'Gemüsebrühe', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Basisrezepte', 'Oberösterreichische Küche', 'Beilagen', 'Getreideaufläufe', 'Deutsche Küche']",https://www.kochwiki.org/wiki/Ged%C3%A4mpfter_Gr%C3%BCnkern
Grünkern-Champignon-Porreeauflauf,992,"Lecker mit feinem Geschmack eignet sich der Grünkern nicht nur für Grünkernlaibchen oder Grünkernsuppe sondern schmeckt auch als Grünkern-Champignon-Porreeauflauf aus dem Backrohr hervorragend.
","{'Grünkern', 'Karotte', 'Butter', 'Champignon', 'Sauerrahm', 'Ei', 'Gemüsebrühe', 'Petersilie', 'Pfeffer', 'Koriander', 'Sojasauce', 'Salz', 'Oregano', 'Basilikum', 'Pecorino', 'Lorbeer', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Champignons', 'Getreideaufläufe', 'Grünkern', 'Lauch', 'Oberösterreichische Küche', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Gr%C3%BCnkern-Champignon-Porreeauflauf
Haferflockenauflauf,993,"Der Haferflockenauflauf ist ein völlig in Vergessenheit geratener Auflauf.
","{'Butter', 'Vanillezucker', 'Ei', 'Sahne', 'Haferflocken', 'Meersalz', 'Milch', 'Zucker'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Getreideaufläufe', 'Haferflocken', 'Süße Aufläufe', 'Vegetarische Hauptspeise', 'Vegetarische Nachspeise']",https://www.kochwiki.org/wiki/Haferflockenauflauf
Hirseauflauf mit Äpfeln,994,"Hirseauflauf mit Äpfeln ist ein Auflauf mit einer der ältesten Getreidesorten der Menschheit. Hirse stellte im Mittelalter ein bis nach Mitteleuropa verbreitetes Grundnahrungsmittel dar. Sie wurde vor allem zu Hirsebrei verarbeitet.
","{'Butter', 'Apfel', 'Ei', 'Milch', 'Salz', 'Zucker', 'Wasser', 'Hirse'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Getreideaufläufe', 'Süße Aufläufe mit Äpfeln', 'Vegetarische Hauptspeise', 'Vegetarische Nachspeise']",https://www.kochwiki.org/wiki/Hirseauflauf_mit_%C3%84pfeln
Hirseauflauf mit Kirschen,995,"Der Hirseauflauf mit Kirschen ist eine leckere Haupt- bzw. Nachspeise und ist bei Kindern sehr beliebt. Das Rezept ist berechnet für 4 Personen als Hauptspeise  und für 8 Personen als Nachspeise. Hirse ist ein glutenfreies Getreide. Dieses Rezept entstammt einer Idee der Firma Alnatura (Rückseite des Päckchens Hirse).
","{'Butter', 'Vanillezucker', 'Ei', 'Milch', 'Honig', 'Salz', 'Sauerkirsche', 'Mandel', 'Hirse'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Getreideaufläufe', 'Hirse', 'Süße Aufläufe mit Kirschen', 'Vegetarische Hauptspeise', 'Vegetarische Nachspeise']",https://www.kochwiki.org/wiki/Hirseauflauf_mit_Kirschen
Hirseauflauf mit Zuckerschoten,996,"Der Hirseauflauf mit Zuckerschoten ist ein etwas anderer, schmackhafter Auflauf.
","{'Karotte', 'Ei', 'Gemüsebrühe', 'Lauchzwiebel', 'Gouda', 'Petersilie', 'Milch', 'Pfeffer', 'Salz', 'Kaiserschote', 'Muskat', 'Olivenöl', 'Hirse'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Getreideaufläufe', 'Hirse', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Hirseauflauf_mit_Zuckerschoten
Kürbis-Hirse-Auflauf,997,"Die Kombination von Kürbis und Hirse ist lecker und in der russischen Küche sehr beliebt. In diesem modernen russischen Rezept wird der Kürbis-Hirse-Auflauf (russisch: Тыква просо запеканка ""tykwa proßo sapekanka"") - mit Honig verfeinert und bekommt dadurch eine besonders aromatische Note.
","{'Butter', 'Ei', 'Europäischer Käse', 'Milch', 'Kürbis', 'Honig', 'Salz', 'Hirse'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Getreideaufläufe', 'Hirse', 'Käseaufläufe', 'Kürbis', 'Russische Küche', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/K%C3%BCrbis-Hirse-Auflauf
Malteser Reispastete,998,"Malteser Reispastete ist Hackfleischauflauf gewürzt mit Safran.
","{'Butter', 'Ei', 'Olivenöl', 'Safran', 'Reissorten', 'Salz', 'Hartkäsesorten', 'Wasser', 'Zwiebel', 'Tomatenmark', 'Rinderhackfleisch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Getreideaufläufe', 'Reis', 'Hackfleisch', 'Hartkäse', 'Mediterrane Küche']",https://www.kochwiki.org/wiki/Malteser_Reispastete
Pikanter Reisauflauf,999,"Der Pikante Reisauflauf ist ein schnell zubereitetes Gericht.
","{'Kidneybohne', 'Worcestersauce', 'Gouda', 'Pfeffer', 'Reissorten', 'Salz', 'Currypulver', 'Pflanzliche Öle', 'Hackfleisch', 'Zwiebel', 'Tomatenmark'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Getreideaufläufe', 'Reis']",https://www.kochwiki.org/wiki/Pikanter_Reisauflauf
Reis-Gemüsegratin mit Speck,1000,"Reis ist das wohl wichtigste Lebensmittel der Welt, Gemüse liefert Vitamine und Mineralien.
","{'Tomate', 'Karotte', 'Speck', 'Butter', 'Champignon', 'Meersalz', 'Zucchini', 'Lauchzwiebel', 'Knoblauch', 'Mais', 'Kräuter und Gewürze', 'Reissorten', 'Pfeffer', 'Olivenöl', 'Pecorino'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Getreideaufläufe', 'Reis']",https://www.kochwiki.org/wiki/Reis-Gem%C3%BCsegratin_mit_Speck
Reis-Himbeer-Auflauf,1001,"Ein köstlicher, fruchtiger Auflauf mit dem körnigen Biss von Reis und der leichten Säure von reichlich Himbeeren ist der Reis-Himbeer-Auflauf, der nicht nur kleinen Naschkatzen schmeckt.
","{'Butter', 'Zubereitung:Zitronenabrieb', 'Ei', 'Gemüsebrühe', 'Himbeere', 'Milch', 'Reissorten', 'Salz', 'Zucker', 'Vanille', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Getreideaufläufe', 'Himbeere', 'Süße Aufläufe', 'Vegetarische Hauptspeise', 'Vegetarische Nachspeise']",https://www.kochwiki.org/wiki/Reis-Himbeer-Auflauf
Reis-Parmesan-Auflauf,1002,"Ein köstlicher und gesunder Auflauf aus Reis ist der Reis-Parmesanauflauf auf Kresseschaum. Ob Solo oder als Beilage serviert eine Gaumenfreude
","{'Butter', 'Ei', 'Paniermehl', 'Gemüsebrühe', 'Knoblauch', 'Pfeffer', 'Reissorten', 'Salz', 'Pecorino', 'Olivenöl', 'Schalotte'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Getreideaufläufe', 'Reis', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Reis-Parmesan-Auflauf
Reis-Parmesan-Auflauf auf Kresseschaum,1003,"Ein köstlicher und gesunder Auflauf aus Reis, pikant gewürzt und mit Kresseschaum serviert ist der Reis-Parmesanauflauf auf Kresseschaum. 
","{'Butter', 'Gartenkresse', 'Ei', 'Sahne', 'Gemüsebrühe', 'Paniermehl', 'Knoblauch', 'Pfeffer', 'Reissorten', 'Salz', 'Pecorino', 'Zitrone', 'Olivenöl', 'Schalotte'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Getreideaufläufe', 'Reis', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Reis-Parmesan-Auflauf_auf_Kresseschaum
Reisauflauf mit Pilzen und Geschnetzeltem,1004,"Der Reisauflauf mit Pilzen und Geschnetzeltem ist ein schönes Gericht für jeden Tag.
","{'Champignon', 'Mehl', 'Sahne', 'Gouda', 'Brühe', 'Pfeffer', 'Schweineschnitzel', 'Reissorten', 'Salz', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Getreideaufläufe', 'Reis', 'Champignons', 'Schwein']",https://www.kochwiki.org/wiki/Reisauflauf_mit_Pilzen_und_Geschnetzeltem
Rindfleischtopf mit Graupen,1005,"Diesem herzhaften Topfgericht, Rindfleischtopf mit Pilzen, verleihen die Graupen Gehalt und eine typische erdige Note. Graupen sind ein schmackhaftes Getreidekorn, das zu Unrecht wenig beachtet wird. 
","{'Sellerie', 'Karotte', 'Champignon', 'Bouquet garni', 'Graupe', 'Salz', 'Pflanzliche Öle', 'Hochrippe', 'Fond', 'Zwiebel'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Rindfleischeintopf', 'Getreideaufläufe']",https://www.kochwiki.org/wiki/Rindfleischtopf_mit_Graupen
